      50      3.087291
      50      3.066313
      50      3.311490
      50      3.213853
      50      3.098693
      50      3.309298
      50      3.065945
      50      3.170828
      50      3.028479
      50      3.315656
      50      3.120223
      50      2.876689
      50      3.147666
      50      3.107946
      50      3.095218
      50      3.075832
      50      2.969092
      50      3.202481
      50      3.116054
      50      3.023494
      50      3.266399
      50      2.992785
      50      3.174440
      50      3.099245
      50      3.228802
      50      3.207983
      50      3.086711
      50      3.162742
      50      3.005224
      50      3.032045
      50      3.161753
      50      3.266600
      50      2.956907
      50      3.189027
      50      3.086687
      50      3.228529
      50      3.125860
      50      3.019590
      50      3.192749
      50      3.103465
      50      3.288272
      50      3.163740
      50      3.087768
      50      2.961032
      50      3.078502
      50      3.155032
      50      3.254309
      50      2.987169
      50      3.170746
      50      2.891773
      50      3.138611
      50      3.047656
      50      3.129909
      50      3.245914
      50      3.094598
      50      3.086528
      50      3.072140
      50      3.171403
      50      3.186064
      50      3.084385
      50      3.310783
      50      3.113664
      50      3.308038
      50      3.190096
      50      3.112587
      50      3.210150
      50      3.213972
      50      3.170331
      50      3.118969
      50      2.983997
      50      3.037651
      50      3.075292
      50      3.227176
      50      3.184446
      50      3.115369
      50      3.232918
      50      3.041154
      50      3.234016
      50      3.146930
      50      3.090965
      50      3.005047
      50      2.983326
      50      3.400527
      50      3.033710
      50      3.033124
      50      3.175846
      50      3.216850
      50      3.195211
      50      3.200275
      50      3.238886
      50      3.009796
      50      3.121340
      50      3.401363
      50      3.084073
      50      2.980444
      50      3.117047
      50      3.470696
      50      3.083985
      50      3.249046
      50      2.999249
      50      3.065315
      50      3.218803
      50      2.998816
      50      3.115309
      50      3.190007
      50      3.201792
      50      3.075674
      50      3.258600
      50      3.109731
      50      3.026285
      50      3.270434
      50      3.079244
      50      3.146390
      50      2.988766
      50      3.073159
      50      3.160754
      50      3.204191
      50      3.213484
      50      3.229296
      50      3.315025
      50      3.187403
      50      3.176264
      50      3.206166
      50      3.305806
      50      3.074689
      50      3.230311
      50      3.154644
      50      3.260712
      50      3.254420
      50      3.196579
      50      3.159778
      50      2.943843
      50      3.141593
      50      3.296018
      50      3.083436
      50      2.978467
      50      3.188010
      50      3.046867
      50      3.099484
      50      2.993150
      50      3.180060
      50      3.141966
      50      3.045840
      50      3.087705
      50      3.140960
      50      3.292500
      50      3.182238
      50      3.261839
      50      3.102528
      50      3.134886
      50      3.241352
      50      3.218440
      50      3.180055
      50      3.072945
      50      2.990353
      50      3.134724
      50      3.163527
      50      3.069723
      50      3.164574
      50      3.161972
      50      3.184137
      50      3.217235
      50      3.170492
      50      3.218074
      50      2.953355
      50      3.014604
      50      3.054275
      50      3.136350
      50      3.089108
      50      3.060672
      50      3.317622
      50      3.044704
      50      3.136358
      50      3.262628
      50      2.915286
      50      3.134461
      50      3.245888
      50      3.046262
      50      3.131659
      50      3.319837
      50      3.276926
      50      3.050497
      50      3.151489
      50      3.304527
      50      3.062052
      50      3.034324
      50      3.148574
      50      3.198770
      50      3.082108
      50      3.147426
      50      3.189337
      50      3.132627
      50      3.005290
      50      3.189445
      50      3.117120
      50      2.849117
      50      3.174368
      50      3.196265
      50      3.216747
      50      3.174748
      50      3.250301
      50      3.297714
      50      3.281660
      50      3.156617
      50      3.111826
      50      3.213082
      50      2.936119
      50      3.117550
      50      3.069082
      50      3.040154
      50      2.735425
      50      2.992277
      50      3.261845
      50      3.292775
      50      3.276980
      50      2.859957
      50      3.007253
      50      3.116950
      50      3.291927
      50      3.067584
      50      3.043530
      50      3.072616
      50      3.036910
      50      3.002349
      50      3.102411
      50      3.038824
      50      3.092775
      50      3.104942
      50      3.248074
      50      3.031892
      50      3.118845
      50      3.205975
      50      3.069306
      50      3.060198
      50      3.255879
      50      3.048062
      50      3.081939
      50      3.269667
      50      3.052712
      50      3.064509
      50      2.989134
      50      3.111325
      50      3.175863
      50      3.199652
      50      2.895762
      50      3.300541
      50      3.169096
      50      3.068389
      50      3.073684
      50      3.048634
      50      3.081864
      50      3.189615
      50      3.045202
      50      3.093546
      50      3.191034
      50      3.189773
      50      3.199345
      50      3.228464
      50      2.930438
      50      3.214088
      50      3.178478
      50      3.221035
      50      3.213213
      50      3.169001
      50      3.297860
      50      3.049110
      50      3.179110
      50      3.252313
      50      3.010387
      50      3.049289
      50      3.184493
      50      3.126104
      50      3.181674
      50      3.235249
      50      3.132449
      50      3.199558
      50      3.176432
      50      3.109842
      50      3.050556
      50      3.382344
      50      3.292252
      50      3.083175
      50      3.135593
      50      3.230278
      50      3.119600
      50      3.256101
      50      3.156946
      50      3.333501
      50      3.141593
      50      3.064814
      50      3.131853
      50      3.043427
      50      3.153692
      50      3.069618
      50      3.000444
      50      3.053729
      50      3.337719
      50      3.363780
      50      3.142674
      50      3.396211
      50      3.272327
      50      3.428463
      50      3.122288
      50      3.069810
      50      3.243124
      50      3.193284
      50      3.059327
      50      3.278414
      50      3.246899
      50      3.157443
      50      3.211704
      50      3.266255
      50      3.207689
      50      3.115905
      50      3.059210
      50      3.115130
      50      2.965416
      50      3.364228
      50      3.232560
      50      3.166350
      50      3.237510
      50      3.188620
      50      3.154579
      50      3.108756
      50      3.141593
      50      3.266408
      50      3.307917
      50      3.129325
      50      3.211344
      50      3.062942
      50      3.334460
      50      3.042425
      50      3.252963
      50      3.055407
      50      3.318072
      50      3.055154
      50      3.159028
      50      2.930649
      50      3.377641
      50      2.954228
      50      3.117961
      50      2.906653
      50      3.194914
      50      3.077992
      50      3.191152
      50      3.188011
      50      3.053291
      50      3.143260
      50      3.237774
      50      3.177929
      50      3.178997
      50      3.004988
      50      2.921238
      50      3.201125
      50      3.084718
      50      3.228437
      50      3.351815
      50      3.176908
      50      3.089158
      50      3.237420
      50      3.008513
      50      3.070035
      50      3.224386
      50      3.072457
      50      3.168429
      50      3.147557
      50      3.185725
      50      3.146222
      50      3.067806
      50      3.119330
      50      2.999189
      50      3.109788
      50      3.134185
      50      3.190684
      50      3.066951
      50      3.202085
      50      3.137840
      50      3.081390
      50      3.229581
      50      3.014554
      50      3.075583
      50      3.150072
      50      3.115429
      50      3.035730
      50      3.332648
      50      3.311318
      50      3.198537
      50      3.182388
      50      3.154692
      50      3.204709
      50      3.181062
      50      3.112611
      50      2.992508
      50      3.107035
      50      3.207878
      50      3.152550
      50      3.215964
      50      3.070873
      50      3.020706
      50      3.105082
      50      3.096718
      50      3.184625
      50      3.068010
      50      3.181163
      50      3.179804
      50      3.054361
      50      2.990305
      50      3.244475
      50      3.469672
      50      3.132322
      50      3.090483
      50      3.208779
      50      3.127661
      50      3.061140
      50      3.113204
      50      3.253235
      50      3.253546
      50      3.219155
      50      3.213727
      50      3.085605
      50      3.386228
      50      3.238581
      50      2.889860
      50      3.236060
      50      3.231882
      50      3.250077
      50      3.097976
      50      3.165197
      50      3.176473
      50      3.239358
      50      3.029915
      50      3.174508
      50      3.251587
      50      3.272805
      50      3.217473
      50      3.267541
      50      2.996899
      50      3.231405
      50      3.128305
      50      3.241907
      50      3.051447
      50      3.310537
      50      3.160759
      50      3.394809
      50      3.153262
      50      3.201461
      50      3.121106
      50      3.073080
      50      3.258652
      50      3.271156
      50      3.087162
      50      3.028534
      50      2.874131
      50      3.194848
      50      3.051481
      50      3.177619
      50      3.120698
      50      3.287916
      50      3.271439
      50      3.188892
      50      3.169811
      50      3.163527
      50      3.164554
      50      3.074631
      50      3.282796
      50      3.199997
      50      3.135190
      50      2.970232
      50      2.993567
      50      3.189969
      50      3.308339
      50      3.202242
      50      3.090417
      50      3.198959
      50      3.029853
      50      3.389884
      50      3.064945
      50      3.079022
      50      3.085555
      50      3.178349
      50      3.219952
      50      3.060202
      50      3.063305
      50      3.143923
      50      3.127816
      50      3.209927
      50      2.991910
      50      3.160780
      50      3.224444
      50      3.169173
      50      3.118773
      50      3.005669
      50      2.930247
      50      3.017320
      50      3.095322
      50      2.929488
      50      3.207099
      51      3.087291
      51      3.066313
      51      3.356827
      51      3.213853
      51      3.098693
      51      3.309298
      51      3.065945
      51      3.170828
      51      3.028479
      51      3.315656
      51      3.120223
      51      2.876689
      51      3.147666
      51      3.107946
      51      3.095218
      51      3.075832
      51      2.969092
      51      3.202481
      51      3.116054
      51      3.023494
      51      3.266399
      51      2.992785
      51      3.174440
      51      3.099245
      51      3.228802
      51      3.207983
      51      3.086711
      51      3.162742
      51      3.005224
      51      3.080024
      51      3.161753
      51      3.266600
      51      2.956907
      51      3.189027
      51      3.086687
      51      3.228529
      51      3.125860
      51      3.019590
      51      3.192749
      51      3.103465
      51      3.288272
      51      3.163740
      51      3.115367
      51      2.961032
      51      3.078502
      51      3.155032
      51      3.254309
      51      2.987169
