      50    162.179300     48.279797
      51    162.915024     48.246987
      52    164.187987     48.517035
      53    164.012260     48.656419
      54    164.432906     48.715076
      55    163.655995     48.514309
      56    159.344947     48.520220
      57    160.299024     48.842944
      58    159.703488     49.088268
      59    160.312664     49.373199
      60    163.854609     49.803003
      61    161.450653     49.483876
      62    162.254019     49.435493
      63    162.587133     49.770866
      64    162.397556     49.653346
      65    161.022731     49.149332
      66    163.120704     49.722363
      67    159.223725     49.178668
      68    155.165140     48.783860
      69    152.459078     48.174203
      70    158.602512     49.265118
      71    156.783269     48.826776
      72    159.351311     49.399711
      73    158.842121     49.215479
      74    154.637168     48.497466
      75    149.179780     47.836932
      76    151.103896     47.990279
      77    150.320063     47.396329
      78    148.122739     46.889713
      79    147.886256     46.658404
      80    155.242704     47.665676
      81    153.747743     47.901708
      82    153.424386     47.603467
      83    153.992577     47.400441
      84    151.813949     46.771271
      85    151.455005     46.836978
      86    154.657508     47.198777
      87    154.286191     47.564711
      88    151.145938     46.424230
      89    149.535524     45.877026
      90    149.988203     45.638351
      91    150.864381     45.831751
      92    152.887243     45.552810
      93    153.848782     45.720833
      94    152.274373     45.980276
      95    153.538027     46.034261
      96    155.349444     46.433265
      97    156.160546     46.763254
      98    152.782720     45.752503
      99    151.628806     45.663051
     100    152.380023     46.297913
